filmtv_id,title,year,genre,duration,country,directors,actors,avg_vote,critics_vote,public_vote,total_votes,description,notes,humor,rhythm,effort,tension,erotism
55670,Un matrimonio,2012,Comedy,600,Italy,Pupi Avati,"Micaela Ramazzotti, Flavio Parenti, Christian De Sica, Andrea Roncato, Katia Ricciarelli, Eliana Miglio, Andrea Montovoli, Valeria Fabrizi, Edoardo Pesce, Gisella Sofio, Francesco Brandi, Alessandro Sperduti, Marta Iagatti, Isabella Aldovini, Maximilian Dirr, Mariella Valentini, Andrea Santonastaso, Ettore Bassi, Chiara Ricci, Giorgio Borghetti, Jacopo Bicocchi, Roberta Mengozzi, Claudia Salerno, Lucia Loffredo, Viola Sartoretto, Matteo Leoni, Chiara Basile Fasolo, Antonella Ferrari, Silvia De Grandi, Patrizio Pelizzi",6.4,5.33,8.0,12,"The long love story between Carlo Dagnini (Flavio Parenti) and Francesca Osti (Micaela Ramazzotti) takes place against the backdrop of the chronicles of Italy from the second post-war period to 2005. Despite the different classes they belong to - he the son of a wealthy merchant (Christian De Sica) and she of a former immigrant and womanizer Arsenal worker (Andrea Roncato) -, since the first meeting in 1948 the two are destined to love each other for the whole life: they will marry, they will first become parents and then grandparents, overcoming crises and disappointments.","Six-part television drama, made for Rai.",0,0,0,0,0
55697,Jacky au royaume des filles,2013,Comedy,90,France,Riad Sattouf,"Charlotte Gainsbourg, Vincent Lacoste, Michel Hazanavicius, Laure Marsac, Didier Bourdon, Noémie Lvovsky, Valérie Bonneton, Anémone, William Lebghil, Anthony Sonigo, India Hair",6.8,6.0,8.0,4,"In the democratic and popular republic of Bubunne women hold power and decide wars while men wear the veil and take care of the houses. Jacky is a twenty -year -old who has the same imagination as all the bachelor of her country: marry the column, the daughter of the General, and have many daughters with her. However, when Generally organizes a party to find a husband to his daughter, things for Jacky will get hurt: mistreated by his in -laws, he will see his dream vanish gradually.",,0,0,0,0,0
55818,One Life,2012,Documentary,85,Great Britain,"Michael Gunton, Martha Holmes",,7.5,6.8,8.0,33,"An extraordinary journey into nature, made in 4 years and with 10 thousand hours of filming, celebrates the most brilliant and imaginative stories of survival in the animal world. Through the entire life cycle of a new generation, the search for food and shelter, the dangers faced and the creation of new families are followed, revealing how evolution has guaranteed weapons for survival over the years.","In the setting of breathtaking scenarios from the five continents, the directors insert micro-stories of unusual animals, linked by the (feeble) conducting threads of life given and survival made of food research and countermeasures to climatic adversities. Komodo dragons, lawn ants, pebble toads, shrews and other exotic creatures give life to short segments of a collective work, returned with HD Macro cameras and in sequences photographed in super high speed, then slowed down up to 80 times.",0,2,1,1,0
55885,Yi Wu Si Er,2012,Drama,135,China,Xiaogang Feng,"Adrien Brody, Tim Robbins, Chen Daoming, Fan Xu, Alec Su, Alfred Hsing, Hanyu Zhang, Yihong Duan, Xuejian Li, Mo Zhang",8.8,9.5,8.0,3,"In 1942 the province of Henan experienced one of the darkest and most critical moments in the history of China. In the midst of World War II, with the population already pressured by threats from the Japanese military forces, a severe food famine caused by various factors hit the area, leading to the death of over 3 million people. People are starting to move to Shaanxi province. During the walk, the landowner Fan, along with his sixteen-year-old daughter Xing Xing, faithful servant Shuang Zhu and his tenant farmer Hua Zhi, meet three different men: the American journalist Theodor White (Adrien Brody) who has arrived to investigate the reasons for the famine, the chef turned judge Old Ma and Father Simeone, who is losing his faith in God and who turns to the Italian priest Thomas Megan (Tim Robbins).",,0,0,0,0,0
55965,L'ultimo pastore,2012,Documentary,73,Italy,Marco Bonfanti,"Renato Zucchelli, Piero Lombardi, Lucia Zucchelli, Patrizia Frisole, Hedy Krissane, Barbara Sorrentini",7.9,7.6,8.0,33,"Forty-year-old Renato Zucchelli is the last remaining shepherd in the Milan area. He spends the summer with his sheep in the Bergamo valleys and returns to the outskirts of the Lombard capital to spend the winter. Renato has only one big dream: to reach the city center and bring his flock to the children of the city, to whom he can transmit his idea of ??freedom. The opportunity to transform the dream into reality is manifested thanks to the explicit request of an elementary school.","To the road of the epic are added the panoramic paths of ethics: thoughts and words of Renato, philosophical gems to humiliate politicians, family portraits, an archaic language lesson, economic considerations, the praise of (this) resistant madness, characters secondary to scream, an invisible dog. All this in a simple cinema, which knows that the docu is a fiction and composes paintings like a sweetened, amiably cartoonistic Seidl, which winks at the western and the sitcom and smiles happy with its transhumance, in images that do not look at Pelešjan, but know making sincere pleasure awkward slow motion video clips from ugly local TVs. Precious.",3,4,3,1,0
56008,Poirot: The Clocks,2011,Thriller,90,"Great Britain, Ireland",Charles Palmer,"David Suchet, Olivia Grant, Anna Skellern, Tom Burke",7.8,,8.0,5,"A police lieutenant runs into a woman, Sheila Webb, who runs out of a house. Inside, the body of a man is found surrounded by four clocks all stopped at the same time. The woman proclaims herself innocent and Inspector Poirot is tasked with solving the case.",,0,0,0,0,0
56401,Nebraska,2013,Drama,110,United States,Alexander Payne,"Bruce Dern, Will Forte, June Squibb, Stacy Keach, Bob Odenkirk, Devin Ratray, Rance Howard, Angela McEwan, Tim Driscoll, Mary Louise Wilson, Geindora Stitt, Elizabeth Moore, Kevin Kunkel, Missy Doty, Melinda Simonsen",7.6,7.67,8.0,324,"Woody Grant (Bruce Dern), a short-tempered old man who has turned everyone away from his life, is convinced he's won a million dollars in a magazine sweepstakes. To claim the award, his son David (Will Forte) reluctantly agrees to accompany him from Billings, where they live, to Lincoln, Nebraska. As they travel through the streets of the United States, they will stop at the places that have marked Woody's life. Between recriminations, meetings with the rest of the family and with an old business partner, father and son will learn to know each other and to put aside the hostilities accumulated over the years.","Slumped and precise like Dern's walk, the film captures with great attention what remains of a province once firmly working-class, now forgotten by the financial crisis. In a role that could have been Spencer Tracy, Ben Johnson or Harry Carey Jr., Dern offers a lesson in ""American cinema"" at its best. Payne with ""Nebraska"", an essential and flawless work like a song by Howe Gelb, precise in timing and attentive to the composition of space, finds an expressive happiness that had always escaped him until now.",2,2,3,1,0
56591,Halley,2012,Drama,84,Mexico,Sebastian Hofmann,"Alberto Trujillo, Hugo Albores, Luly Trueba",6.9,6.0,8.0,8,"Alberto is dead and can no longer hide it. Her sad state of decay is becoming more and more evident and the make-up or perfume she uses to hide the signs of death is useless. So he decides to give up his job and let death take its course but not without first forming a strange friendship with Luly, the one who manages the gym where Alberto served as a night watchman.",,0,0,1,0,0
56819,Samsara,2011,Documentary,102,United States,Ron Fricke,,7.7,7.33,8.0,20,"Pictures from various parts of the world show people and cultures of the planet. With the only commentary of a hypnotic soundtrack, the colorful visual kaleidoscope ranges from the mountains to African children playing, from Buddhist monks in prayer to the pyramids of Egypt, from St. Peter's Basilica to the crowds praying in Mecca, in a path which stages birth and death, tradition and modernity, faith and hope, struggle and forgiveness.","Made in 5 years, in 25 different nations of the world, Samsara is an experience that caresses meditation and reaches immersion at times, transporting us on a multisensory journey that hinges on the sight and envelops the images - enchanting or gruesome - in a music that exceeds the size of the comment. However, the film does not cross the boundaries of the poster: enchanting or gruesome, it is a careful selection of portions of the existing. Returned beautifully but programmatically, proceeding by rightness and its opposites, by accumulation of scraps of our (in) civilization and harmonious details of remote corners of the planet. Men and robots look into the camera showing the same awareness of their role, also spectators of an elegant work-warning.",1,2,1,0,0
56853,Dirty Wars,2013,Documentary,90,"United States, Afghanistan, Iraq, Kenya, Somalia, Yemen",Rick Rowley,Jeremy Scahill,7.7,,8.0,3,"Jeremy Scahill, investigative journalist and author of the best-selling Blackwater, plumbs the heart of America's secret wars. From Afghanistan to Yemen, passing through Somalia and beyond, Scahill goes to the most remote corners of the planet to show, with the help of interviews and testimonies, the effects that conflicts have both on American military forces and on victims of violence sometimes unheard of. The documentary also becomes an opportunity to trace the rise of the Joint Special Operations Command, one of the most secretive combat units in the United States Army.",,0,0,0,0,0
56857,God Loves Uganda,2013,Documentary,90,United States,Roger Ross Williams,,7.8,7.0,9.0,3,In East Africa an evangelization campaign is underway to change African religious culture with the grafting of some values ??imported from the right wing of American Christians. American and Ugandan religious leaders are jointly engaged in combating sexual immorality and missionary groups try to persuade Ugandans to strictly follow biblical law.,,0,1,1,0,0
57047,W imie...,2013,Drama,96,Poland,Malgorzata Szumowska,"Andrzej Chyra, Mateusz Kosciukiewicz, Lukasz Simlat, Maja Ostaszewska, Tomasz Schuchardt, Maria Maj, Olgierd Lukaszewicz, Kamil Adamowicz, Mateusz Gajko",7.8,8.0,8.0,10,"Father Adam brings to life a small parish in the middle of nowhere, setting up a social center for children with a difficult past behind them. His energy and dedication to the priestly mission make him well liked by the locals and everyone wants to have him next to him. After meeting a young local pariah, Father Adam is forced to confront the weight of passion and a long-forgotten dark secret. When the villagers' worst suspicions become certainties, Father Adam will become the enemy to fight.",,0,0,0,0,0
57059,Le dernier des injustes,2013,Documentary,220,France,Claude Lanzmann,"Claude Lanzmann, Benjamin Murmelstein",8.0,8.0,8.0,11,"During the Second World War, Nazi propaganda led the public to believe that Theresienstadt was a model ghetto for Jewish settlement when in fact it was the last step before the gas chamber. Benjamin Murmelstein, the last president of the Jewish Council of Theresienstadt condemned in exile, from 1938 until the end of the war was forced to negotiate day after day with Eichmann. Despite being the one who knew Eichmann more than anyone else, Murmelstein was never called to testify during the trial against one of the most terrible Nazi executioners. Director Lanzmann met Murmelstein in Rome in 1976 for a long conversation and for the first time he is showing his images.","Claude Lanzmann - author of the extraordinary ""Shoah"" - reduces the archive images to a minimum. Instead, there are the ruins, the deportation sites, the tracks of the Terezín station, the corridors and stairs that the old filmmaker re-crosses, with difficulty and obstinacy, while adding new pieces to the puzzle of history. The film is long, at times you get lost in dates, names, details, but the meeting with Murmelstein is one that you never forget, just as the figure of Lanzmann who crosses the concrete, living space of memory remains impressed.",1,1,4,2,0
57212,Jiro Dreams of Sushi,2011,Documentary,81,United States,David Gelb,"Jiro Ono, Yoshikazu Ono",7.4,7.0,8.0,16,"In the basement of a Tokyo building, 85-year-old sushi master Jiro Ono works at his world-famous restaurant, Sukiyabashi Jiro. With Jiro on the brink of farewell to his profession but still pursuing his goal of crafting the perfect sushi, son Yoshikazu faces pressure to take over the reins of the family business and legendary restaurant. .","The best segments of the film by the young New Yorker David Gelb are those dedicated to Jiro's team at work, the choice of materials and the creation of a sublime dish in its apparent simplicity. The documentary then delves into the stories of the chef's two sons: the eldest, relegated to his father's eternal second, and the younger, himself boss of a branch (less starred) of his father's restaurant. Portrayed in the shadow of a legendary parent devoted only to sushi, they become the protagonists of an almost mélo sector, directed by Gelb with impertinent (and not always in tune with) sadistic irony.",1,2,1,0,0
57374,Happy People: A Year in the Taiga,2011,Documentary,90,Germany,"Dmitry Vasyukov, Werner Herzog",Werner Herzog,6.6,5.67,8.0,11,"Siberia stretches from the Urals to the Pacific Ocean and is one and a half times the size of the United States but most of the 38 million inhabitants live only in the prosperous southern areas. In the heart of the central desert, in the deep taiga and far from any form of civilization, 300 indigenous people continue to live in the small village of Bakhtia near the Yenisei river, whose routine is marked by cultural traditions that have been handed down for centuries.",,0,0,0,0,0
57416,Epizoda u zivotu beraca zeljeza,2013,Drama,75,"Bosnia and Herzegovina, France, Slovenia",Danis Tanovic,"Senada Alimanovic, Nazif Mujic, Semsa Mujic, Sandra Mujic",7.9,7.33,9.0,5,"The 31-year-old Senada lives in the Roma community of Poljica, in the Bosnian municipality of Lukavac, with her two daughters and her partner Nazif, who barely feeds the family with his work as an iron collector. About five months pregnant, as she has no health insurance, Senada never goes to the doctor to check her health until the day she starts bleeding. After being taken to hospital the next day, Senada learns from the doctor that she had an abortion and that she needs emergency surgery to remove the dead fetus. Since it is necessary to pay 500 euros, with no health insurance and no money available, Senada returns home but in the next ten days Nazif will do everything possible to save her life.",Grand Jury Prize and Silver Bear for Best Actor (Nazif Mujic) at the 2013 Berlin Film Festival.,0,0,1,0,0
57420,Pardé,2013,Drama,106,Iran,"Jafar Panahi, Kambuzia Partovi","Kambuzia Partovi, Maryam Moghadam, Jafar Panahi, Hadi Saeedi, Azadh Torabi, Agha Olia, Zeynab Khanum",8.0,8.0,8.0,3,"In a house by the sea the curtains are closed and the windows darkened. Inside the house there is a man with a dog, an animal considered unclean by Islamic law. The man is a director and is writing a screenplay when suddenly a mysterious young woman appears, fleeing the police for taking part in an illegal party on the shores of the Caspian Sea. Much to the director's chagrin, the woman refuses to leave. Who are the two really? Can they really be considered two outlaws? At dawn, another arrival will clarify their identity better.",Silver Bear for the screenplay at the 2013 Berlin Film Festival.,0,0,0,0,0
57588,Metamorphosen,2013,Documentary,84,Germany,Sebastian Mez,,8.8,8.5,9.0,3,"The Southern Urals area is one of the places in the world most contaminated by radioactivity. Numerous accidents at the Mayak nuclear plant have made the area inaccessible for nearly sixty years, repeatedly contaminating the surrounding regions and their inhabitants. In the middle of nowhere between Europe and Asia, along the very polluted Tetscha River, people are struggling to live and survive.",,0,0,0,0,0
57624,I aionia epistrofi tou Antoni Paraskeua,2013,Drama,91,Greece,Elina Psykou,"Christos Stergioglou, Maria Kallimani, Giorgos Souxes, Theodora Tzimou, Syllas Tzoumerkas, Lena Giaka, Vasilis Dimitroulias",7.0,6.0,8.0,3,"Antonis arrives at a deserted luxury hotel by the sea. It is winter and while it wanders in vain its ""disappearance"" makes headlines in newspapers and television. For twenty years, Antonis has been the host of a popular morning show on a major television channel and knows he will soon have to put an end to his charade and reappear. He dreams of a comeback in style but is not ready to do so yet. Perhaps his non-return is the only way to preserve his personal ""immortality"".",,0,0,0,0,0
57786,Marius,2013,Drama,94,France,Daniel Auteuil,"Raphaël Personnaz, Daniel Auteuil, Victoire Belezy, Jean-Pierre Darroussin, Nicolas Vaude, Daniel Russo, Marie-Anne Chazel",8.0,8.0,8.0,3,"In the old port of Marseille, César runs a bar with his son Marius, who dreams to board one of the ships go out there and leave for distant lands. Always Marius, never admit it, is in love with Fanny, the young and beautiful woman selling shells secretly reciprocates his feelings. To prevent Marius put his signature and sets sail on an exploration ship, Fanny reveals her love and light up the jealousy of the sailor Panisse that although older, the long courting. Despite the call of the sea is strong, Marius decides to give up his plans to marry Fanny but shortly before the wedding something unexpected upset his future wife and César.","Adaptation of the play of the same name by Marcel Pagnol, already brought to the cinema with Marius (1931) by Alexander Korda.",0,0,0,0,0
57801,31 gradi Kelvin,2013,Drama,82,Italy,Giovanni Calvaruso,"Vincenzo Albanese, Antonio Ciurca, Silvia Francese, Omar Noto, Silvia Vena, Walid Gasmi, Filippo Luna, Elisa Di Dio, Doriana La Fauci, Aldo Terzo",7.5,7.0,8.0,3,"After the death of his wife, Pietro, a thirty -year -old worker from the Fiat of Termini Imerese, faces the challenge with the disease alone. Ibrahim, Moroccan emigrated for years in Italy, hopes sooner or later to return to his country. Rachele is perpetually divided between work, of which he needs to live, and the desire to continue his university studies that has been forced to interrupt. Eva, a young painter, must adapt to factory work. Mariano and Luca, two skids without work, parents and some certainty, will come to a predictable terminus. Their stories of solitudes overlap and intertwine against the background of a society that has lost all root and value and of which they are victims and executioners at the same time.",,0,0,0,0,0
57811,Mi manca Riva. Viaggio di un collezionista di figurine,2012,Documentary,55,Italy,Giuseppe Gagliardi,"Angelo Orlando, Massimiliano Bruno",7.9,7.0,9.0,7,"When he was ten, Angelo lost his Mexico '70 football cards album, just given to him by his father, in the game. From that moment on, he swore to himself to buy it back and complete it all. His obsessive research continues over the years and to be able to carry out his dream he needs only one figurine: that of his idol Gigi Riva.",Fifty years of history and customs of Italy told through the stickers of Panini footballers.,2,3,0,0,0
57997,Sto lyko,2013,Documentary,74,"Greece, France","Christina Koutsospyrou, Aran Hughes","Giorgos Katsaros, Ilias Katsaros, Spiridoula Katsarou, Adam Paxnis, Kiki Paxni",7.8,8.0,8.0,4,"In the mountains of western Greece, between the squalid and crumbling houses and the rocky valleys marked by two electric pylons and shrouded in fog, a group of shepherds discuss how to spend their last euros on beer and cigarettes, how to pay off their debts and on how to find new lenders, lamenting the desperate situation in which they live. Although they are the main source of livelihood, animals are the ones that bear the most signs of frustration from their owners.",,0,0,0,0,0
58055,White Epilepsy,2012,Sperimental,68,France,Philippe Grandrieux,"Hélène Rocheteau, Jean-Nicolas Dafflon, Anja Röttgerkamp, Dominique Dupuy",8.0,7.67,8.0,7,"In the heart of a forest, two naked bodies move slowly out of total darkness. They are the ghosts of a man and a woman who perform a slow and horrible choreography, almost a ritual of domination and submission. When the male ghost tries to back off and retreat, the woman doesn't let go and throws herself on him.",,0,0,0,0,0
58151,Milius,2013,Documentary,95,United States,"Joey Figueroa, Zak Knutson","John Milius, Steven Spielberg, George Lucas, Harrison Ford, Arnold Schwarzenegger, Francis Ford Coppola, Robert Zemeckis, Martin Scorsese, Ethan Milius, Amanda Milius, Randal Kleiser",7.8,8.0,8.0,3,"The life of John Milius, one of the most influential and controversial directors in the history of American cinema, is traced from the years in which Milius aspired to join the army until his definitive departure from Hollywood due to his radical beliefs and his controversial behavior. . Moving on to the time Milius was studying at USC Film School and the legendary work done in films such as Apocalypse Now, Jaws, Conan the Barbarian, Inspector Callaghan: The Scorpio Case Is Yours and Red Dawn, the documentary includes interviews with Milius himself. and other prominent names such as Steven Spielberg, George Lucas, Arnold Schwarzenegger, Francis Ford Coppola, Harrson Ford, Michael Mann, Robert Zemeckis and Oliver Stone.",,1,2,2,0,0
58187,La Vénus à la fourrure,2013,Drama,90,France,Roman Polanski,"Emmanuelle Seigner, Mathieu Amalric",7.7,7.82,8.0,327,"Playwright Thomas (Mathieu Amalric) intends to stage a play inspired by a text by Sacher Masoch but, after a long day of auditions, he cannot find the actress to entrust the role of the protagonist. Convinced that she is perfect for the part, Vanda (Emmanuelle Seigner), one of the aspiring protagonists who, with her vulgar and bizarre being, represents everything Thomas hates, comes to him by surprise and tries to show him that no one else is as suitable as she is. . During the audition, Vanda will demonstrate that she perfectly knows the text of the work and the attraction that Thomas will develop towards it will soon turn into an obsession.","After the dress rehearsal with the elegant but linear ""Carnage"", Polanski folds further into those territories so dear to the sinister and ferocious game of intimacy, places of perverse (self) lesionist outlet in which to forget for a few hours the emptiness of ""Il pianist "", the falls of"" Oliver Twist "", the incompleteness of"" The man in the shadows "". ""Venus in fur"" is the work of actors, of fields / counter-fields, of dialogues to be repeated ad nauseam in film schools, of filmed interiors as in the good old days of ""Repulsion"" and ""Cul-de-sac"". The author rediscovers and renews the nature of creative ecstasy as a linguistic guide and gives life to the most complex, layered and enlightened work of his last 30 years.",2,2,4,2,3
58430,Prisoners,2013,Thriller,146,United States,Denis Villeneuve,"Hugh Jackman, Jake Gyllenhaal, Maria Bello, Terrence Howard, Viola Davis, Melissa Leo, Paul Dano, Mike Gassaway, Jane McNeill, Dylan Minnette",7.6,7.6,8.0,475,"Keller Dover (Hugh Jackman) finds himself facing the worst nightmare that can happen to a father: Anna, the six-year-old daughter, has disappeared along with her friend Joy. As the hours go by, detective Loki's (Jake Gyllenhaal) investigations focus on the old car parked near Anna's house and from it goes back to her driver, a certain Alex Jones (Paul Dano). As there is no evidence to hold Alex under arrest, Loki is forced to release him. Knowing that his daughter's life is at stake, the increasingly desperate Keller decides to try everything in order to find the girls.","If many characters in ""Prisoners"" are prisoners in the literal sense, all are prisoners in a metaphorical sense, forced to act alone and trapped by a cruel fate. Leaden like the atmosphere photographed by the great Roger Deakins, who offers some masterful nocturnal sequences between rain and snow. A film with a labyrinthine plot that, like Villeneuve's previous film, yields a little in the end to an excessive desire to make it work. However, it is the only flaw of a thriller that, supported by a flawless cast, develops on multiple levels of interpretation without ever losing tension.",0,3,3,4,0
58449,Soshite chichi ni naru,2013,Drama,120,Japan,Hirokazu Koreeda,"Masaharu Fukuyama, Machiko Ono, Yoko Maki, Lily Franky, Jun Kunimura, Shogen Hwang, Keita Ninomiya, Isao Natsuyagi, Kirin Kiki, Jun Fubuki, Megumi Morisaki",7.6,7.47,8.0,171,"One day Ryota, a man who has earned everything he has through hard work, and his wife Midori receive an unexpected call from the hospital where their son Keita was born six years earlier. They are amazed to learn that there was an exchange of babies at the time and that Keita is not their natural child. From that moment, Ryota is forced to deal with a decision that could change his existence forever: choosing between the son he raised as such and the one who belongs to him by nature. He will thus begin to question himself and the kind of father he was.","Koreeda, with the courteous gaze of the Ozu and Yamada cinema, faces a ""topos"" of the comedy of misunderstandings, introduces stereotypes and schematisms, but development does not seek spectacle: it melts melodrama and comedy in the sea of ??truth. Because if you cry, if you laugh, you do it by associating with the characters, looking at them with understanding. The slow understanding of mistakes, sacrifices, helplessness. And their opposites. Koreeda's is cinema of limpid realism, deeply humanist. The placid surface of his shots is not interested in notable events, but in the ripples of reality, the small waves that carry inner turmoil.",1,2,3,2,0
58548,"Lulu, femme nue",2013,Comedy,90,France,Sólveig Anspach,"Karin Viard, Bouli Lanners, Corinne Masiero, Claude Gensac, Pascal Demolon, Philippe Rebbot",7.8,8.0,8.0,4,"After a bad job interview, Lulu leaves home, leaving her husband and three children behind. Her adventure leads her to have three fundamental encounters: with an ex-prisoner protected by her brothers, with an elderly woman who is bored to death and with an employee harassed by her boss. Symbols of surprising love, the comfort of feminine intimacy and misinterpreted compassion, the three encounters will help Lulu find herself first and foremost.",,0,0,0,0,0
58554,Kaze tachinu,2013,Animation,126,Japan,Hayao Miyazaki,,8.2,8.29,8.0,234,"Report of the life of Jiro Horikoshi, the Japanese designer famous for designing the Mitsubishi A6M Zero fighter planes used by his country during the attack on Pearl Harbor in World War II.","The artistic testament of Miyazaki, who for the sixth and (apparently) last time announced his retirement, is the unresolved, autobiographical and exuding humanity catharsis of a pacifist who admires the beauty of warplanes, of a privileged person who, on the contrary of almost all his fellow citizens, he did not experience the hardships of war. The wind rises is the most painful way to say goodbye to a genius who chooses retirement; but, as the film teaches, ""we must try to live"".",1,1,1,0,0
58654,Gare du Nord,2013,Drama,119,France,Claire Simon,"Nicole Garcia, Reda Kateb, François Damiens, Monia Chokri, Sophie Bredier, Michael Evans, Lucielle Vieaux, Marvin Jean Charles, Ibrahim Koma, Michael Dai, Christophe Paou",8.5,9.0,8.0,3,"Ismael is fascinated by the Gare du Nord, one of the stations in Paris, which is his favorite place and the subject of his degree thesis as well as a busy and chaotic crossroads of people. It is precisely at the Gare du Nord that one morning Ismael meets Mathilde, a professor at the Sorbonne University who is often forced to pass by because of her illness. Gradually, Ismael introduces Mathilde to the world of the station and ends up falling in love with her. Their path then crosses those of Sacha, a candid camera actor in search of his daughter lost at the station, and of Joan, a young mother and former student of Mathilde who has become a real estate agent and is always traveling.",,0,0,0,0,0
58671,The Fake,2013,Animation,101,South Korea,Sang-ho Yeon,,6.5,5.0,8.0,3,"In a rural village, destined to disappear by the will of the administration officials, a church is built and the elderly Choi asks the reverend Sung to be appointed to the head of the congregation, hiding the real intention of pocketing the compensation money that will go to Inhabitants of the village. To put their hands on the money that will go to his family and on the savings to make his daughter Young-Sun study is instead Min-Chul, a former resident of the village that returns home after a long time. Following a violent clash with Choi, Min-Chul is led to the police station but nobody is willing to listen to his truth about Choi's scammer activities. With the passage of time and with the aggravation of the conflict between the two due to the studies of You -Sun paid by Choi, the reverend Sung - moved by hatred - begins to show his true face and his very personal sense of justice against min-chul.",,0,0,0,0,0
58759,Før snøen faller,2013,Drama,105,"Norway, Germany, Iraq",Hisham Zaman,"Abdullah Taher, Suzan Ilir, Bahar Ozen, Billey Demirtas, Eva Medusa Gühne, Nazmi Kirik, Jin Musa, Volga Sorgu, Mohammed Tejir, Birol Ünel",7.5,6.0,9.0,4,"When older sister Nermin runs away from an arranged marriage, young Siyar is forced to chase her to restore the family's honor. After leaving Kurdistan, Siyar finds himself in Istanbul, where he meets Evin, a street girl he falls in love with. As Nermin continued his escape to mainland Europe, Siyar and Evin continue together through Greece and Germany to reach Norway. During an odyssey that seems to have no end, Evin will be able to confront his notions of loyalty, dignity, honor and love, and see everything in a new light.",,0,0,0,0,0
58841,Au nom du fils,2012,Drama,80,"Belgium, France",Vincent Lannoo,"Astrid Whettnall, Philippe Nahon, Achille Ridolfi, Albert Chassagne-Baradat, Zacharie Chasseriaud, Lionel Bourguet, Jacky Nercessian",8.0,8.0,8.0,3,"Elisabeth, happy mother and caring wife, is the presenter of a popular show of a Catholic radio station and is an example of devotion for the whole local community of faithful so much so that she is the one who welcomes the young Italian priest Achille into the house, considering him since immediately a member of the family. But Elizabeth sees her life change radically when she discovers that Father Achille is actually a pedophile who has taken a liking to her son. Discovering the truth, Elisabeth tries to denounce Achilles to the ecclesiastical authorities but no one seems to give weight to his words, leaving her no choice but to resort to violence.",,0,0,0,0,0
59168,Sien nui yau wan,2011,Fantasy,100,"China, Hong Kong",Wilson Yip,"Louis Koo, Yifei Liu, Shaoqun Yu, Kara Hui, Elvis Tsui, Siu-Wong Fan",6.8,6.0,8.0,3,"Ning Caichen, a fearful young tax collector, is commissioned by a village administration to find a source of drinking water. During his search he comes across a cursed temple, where a group of demons in the guise of beautiful women lure passersby. Among them is Yan, who falls in love with the tax collector. The two will be helped by Yan Chixia, a valiant warrior, to face the wrath of Tree Demon, the leader of the demons.","Remake of Chinese Ghost Stories, directed in 1987 by Ching Siu-tung",0,0,0,0,0
59538,Fanny,2013,Drama,102,France,Daniel Auteuil,"Raphaël Personnaz, Daniel Auteuil, Victoire Belezy, Jean-Pierre Darroussin, Ariane Ascaride, Marie-Anne Chazel, Daniel Russo, Nicolas Vaude",9.0,8.0,10.0,3,"Fanny, in love and abandoned, discovers she has become pregnant with Marius. Thus she finds herself in the dramatic condition of a single mother, fighting for her own future and that of her child. With the approval of her mother and Marius's father, she then agrees to marry Honoré Panisse, the wealthy merchant who is thirty years her senior. A few months after the wedding, Marius will return from his trip and will try to win her back.","Sequel to Marius (2013), inspired by the novel by Marcel Pagnol.",0,0,0,0,0
59738,EunGyo,2012,Drama,129,South Korea,Ji-woo Jung,"Hae-il Park, Mu-Yeol Kim, Kim Go-Eun, Man-shik Jeong, Park Cheol-Hyeon, Jang Yun-sil, Jeong Seo-in, Kim Kyeong-il, Ahn Min-Yeong, Im Mi-Yeon",7.2,6.5,8.0,8,"Lee Juk-so, a respected 70-year-old poet, lovingly cares for his 30-year-old disciple Seo Ji-Woo. But the two men's world is shaken when Han Eun-Gyo, a 17-year-old student who rekindles their minds and sexual desires, enters their lives. Inspired by what he is experiencing, Lee Juk-so writes a novel which he gives the name of the girl by title. Jealous of the relationship that his teacher has created with Eun-Gyo, Seo Ji-Woo takes possession of the literary work.",,0,0,0,0,0
59788,Omar,2013,Drama,97,"Palestine, France, Germany",Hany Abu-Assad,"Adam Bakri, Waleed Zuaiter, Samer Bisharat, Ehab Hourani, Leem Lubani",8.0,8.0,8.0,3,"In the West Bank, Omar climbs a separation wall and challenges bullets for Nadia's sake. Thoughtful boy and hardworking baker, Omar is not afraid to face destiny, aware of the risks he runs: capture and maybe even torture. Tareq, Nadia's militant brother, instead works hard to protect her sister, tradition, her country and her friends. While fighting for different reasons, Omar and Tareq are both seeking freedom in a world where betrayal is the only way to survive.",,0,0,0,0,0
59823,L'image manquante,2013,Documentary,90,"Cambodia, France",Rithy Panh,,8.3,8.56,8.0,41,"For many years, director Rithy Panh searched for a photograph taken between 1975 and 1979, when the Khmer Rouge held power in Cambodia. Convinced that a photograph, despite not being concrete evidence of a mass murder, allows us to think about many things, to meditate and rewrite history, he searched in vain for it in the archives, among old documents and in the countryside of Cambodia, arriving to the conclusion that it has been lost. He thus decided to resort to cinema, not returning a shot or the search for a single photograph but the image of a search.","Rithy Panh's film is a shocking intimate gesture, a continuous research on the ethics of the image, another Ici et ailleurs, an essay on moral ecology on the representations that produce history.",1,2,5,1,1
